CAS No.,Chemical Name,Species Name,Common Name,Effect,Measurement,Endpoint,Dur (Std),Conc. Type,Conc. Mean (Std),Conc. Units (Std),Pub. Year,Citation
153719234,Thiamethoxam,Oncorhynchus mykiss,Rainbow Trout,Mortality,Mortality,LC50,4,Active ingredient,100,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
153719234,Thiamethoxam,Oncorhynchus mykiss,Rainbow Trout,Mortality,Mortality,NOEL,4,Active ingredient,100,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
111988499,Thiacloprid,Pimephales promelas,Fathead Minnow,Mortality,Mortality,LC50,4,Active ingredient,104,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
111988499,Thiacloprid,Pimephales promelas,Fathead Minnow,Mortality,Mortality,LC50,4,Active ingredient,104,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Lepomis macrochirus,Bluegill,Mortality,Mortality,LC50,4,Active ingredient,105,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Diaeretiella rapae,Parasitoid Wasp,Mortality,Mortality,LC50,0.375,Active ingredient,105,mg/L,2004,"Wu,G., S. Jiang, and T. Miyata. Effects of Synergists on Toxicity of Six Insecticides in Parasitoid Diaeretiella rapae (Hymenoptera: Aphidiidae). J. Econ. Entomol.97(6): 2057-2066, 2004. ECOREF #87969"
210880925,Clothianidin,Oncorhynchus mykiss,Rainbow Trout,Mortality,Mortality,LC50,4,Active ingredient,105.8,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
210880925,Clothianidin,Oncorhynchus mykiss,Rainbow Trout,Mortality,Mortality,NOEL,4,Active ingredient,105.8,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
135410207,Acetamiprid,Eretmocerus eremicus,Chalcid Wasp,Mortality,Mortality,LC50,2,Active ingredient,108.27,AI ug/ml,2007,"Prabhaker,N., J.G. Morse, S.J. Castle, S.E. Naranjo, T.J. Henneberry, and N.C. Toscano. Toxicity of Seven Foliar Insecticides to Four Insect Parasitoids Attacking Citrus and Cotton Pests. J. Econ. Entomol.100(4): 1053-1061, 2007. ECOREF #108456"
165252700,Dinotefuran,Cyprinodon variegatus,Sheepshead Minnow,Mortality,Mortality,LC50,4,Active ingredient,109,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
165252700,Dinotefuran,Cyprinodon variegatus,Sheepshead Minnow,Mortality,Mortality,NOEL,4,Active ingredient,109,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
111988499,Thiacloprid,Lacanobia subjuncta,Speckled Cutworm Moth,Mortality,Mortality,LC50,7,Formulation,110.3,mg/L,2004,"Doerr,M.D., J.F. Brunner, and L.E. Schrader. Integrated Pest Management Approach for a New Pest, Lacanobia subjuncta (Lepidoptera:  Noctuidae), in Washington Apple Orchards. Pest Manag. Sci.60(10): 1025-1034, 2004. ECOREF #82540"
153719234,Thiamethoxam,Cyprinodon variegatus,Sheepshead Minnow,Mortality,Mortality,LC50,4,Active ingredient,111,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
153719234,Thiamethoxam,Cyprinodon variegatus,Sheepshead Minnow,Mortality,Mortality,NOEL,4,Active ingredient,111,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
111988499,Thiacloprid,Anopheles stephensi,Mosquito,Mortality,Mortality,LC90,3,Active ingredient,111.824,AI mg/L,2015,"Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju. Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res.142:64-70, 2015. ECOREF #173152"
153719234,Thiamethoxam,Lepomis macrochirus,Bluegill,Mortality,Mortality,LC50,4,Active ingredient,114,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
153719234,Thiamethoxam,Lepomis macrochirus,Bluegill,Mortality,Mortality,NOEL,4,Active ingredient,114,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
135410207,Acetamiprid,Tetranychus urticae,Two-Spotted Spider Mite,Mortality,Mortality,NOEL,3,Active ingredient,115,AI ppm,2005,"Villanueva,R.T., and J.F. Walgenbach. Development, Oviposition, and Mortality of Neoseiulus fallacis (Acari:  Phytoseiidae) in Response to Reduced-Risk Insecticides. J. Econ. Entomol.98(6): 2114-2120, 2005. ECOREF #106361"
138261413,Imidacloprid,Rana limnocharis,Bog Frog,Mortality,Mortality,LC50,3,Active ingredient,116,AI mg/L,2004,"Feng,S., Z. Kong, X. Wang, L. Zhao, and P. Peng. Acute Toxicity and Genotoxicity of Two Novel Pesticides on Amphibian, Rana N. Hallowell. Chemosphere56(5): 457-463, 2004. ECOREF #102186"
58842209,Nithiazine,Oncorhynchus mykiss,Rainbow Trout,Mortality,Mortality,LC50,4,Active ingredient,117,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
210880925,Clothianidin,Lepomis macrochirus,Bluegill,Mortality,Mortality,LC50,4,Active ingredient,117,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
210880925,Clothianidin,Lepomis macrochirus,Bluegill,Mortality,Mortality,NOEL,4,Active ingredient,117,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
135410207,Acetamiprid,Lepomis macrochirus,Bluegill,Mortality,Mortality,LC50,4,Active ingredient,119.3,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
111988499,Thiacloprid,Bombus terrestris,Buff Tailed Bumblebee,Mortality,Mortality,NR-LETH,77,Formulation,120,AI ug/g food,2010,"Mommaerts,V., S. Reynders, J. Boulet, L. Besard, G. Sterk, and G. Smagghe. Risk Assessment for Side-Effects of Neonicotinoids Against  Bumblebees with and Without Impairing Foraging Behavior. Ecotoxicology19(1): 207-215, 2010. ECOREF #159465"
138261413,Imidacloprid,Coccinella septempunctata,Sevenspotted Lady Beetle,Mortality,Mortality,LT50,15.1,Active ingredient,120,AI mg/L,2006,"Bozsik,A. Susceptibility of Adult Coccinella septempunctata (Coleoptera:  Coccinellidae) to Insecticides with Different Modes of Action. Pest Manag. Sci.62(7): 651-654, 2006. ECOREF #102508"
138261413,Imidacloprid,Tipula sp.,Cranefly,Mortality,Mortality,LOEC,14,Active ingredient,122.9,AI mg/kg food,2009,"Kreutzweiser,D.P., D.G. Thompson, and T.A. Scarr. Imidacloprid in Leaves from Systemically Treated Trees may Inhibit Litter Breakdown by Non-Target Invertebrates. Ecotoxicol. Environ. Saf.72(4): 1053-1057, 2009. ECOREF #166553"
138261413,Imidacloprid,Pteronarcys dorsata,Stonefly,Mortality,Mortality,LOEC,14,Active ingredient,122.9,AI mg/kg food,2009,"Kreutzweiser,D.P., D.G. Thompson, and T.A. Scarr. Imidacloprid in Leaves from Systemically Treated Trees may Inhibit Litter Breakdown by Non-Target Invertebrates. Ecotoxicol. Environ. Saf.72(4): 1053-1057, 2009. ECOREF #166553"
138261413,Imidacloprid,Acipenser transmontanus,White Sturgeon,Mortality,Mortality,LC50,4,Formulation,124,AI mg/L,2013,"Frew,J.A. Environmental and Systemic Exposure Assessment for Green Sturgeon Following Application of Imidacloprid for the Control of Burrowing Shrimp in Willapa Bay, Washington. Ph.D. Thesis, University of Washington, Seattle, WA:97 p., 2013. ECOREF #169170"
153719234,Thiamethoxam,Harmonia axyridis,Asian Lady Beetle,Mortality,Mortality,LC50,2,Active ingredient,124.03,AI mg/L,2003,"Youn,Y.N., M.J. Seo, J.G. Shin, C. Jang, and Y.M. Yu. Toxicity of Greenhouse Pesticides to Multicolored Asian Lady Beetles, Harmonia axyridis (Coleoptera:  Coccinellidae). Biol. Control28(2): 164-170, 2003. ECOREF #72462"
138261413,Imidacloprid,Apis florea,Dwarf Honey Bee,Mortality,Mortality,LT50,0.4167,Formulation,125,ppm,2014,"Husain,D., M. Qasim, M. Saleem, M. Akhter, and K.A. Khan. Bioassay of Insecticides Against Three Honey Bee Species in Laboratory Conditions. Cercet. Agron. Moldova47(2): 69-79, 2014. ECOREF #173886"
138261413,Imidacloprid,Apis florea,Dwarf Honey Bee,Mortality,Mortality,LT50,0.6667,Formulation,125,ppm,2014,"Husain,D., M. Qasim, M. Saleem, M. Akhter, and K.A. Khan. Bioassay of Insecticides Against Three Honey Bee Species in Laboratory Conditions. Cercet. Agron. Moldova47(2): 69-79, 2014. ECOREF #173886"
138261413,Imidacloprid,Apis mellifera,Honey Bee,Mortality,Mortality,LT50,0.4167,Formulation,125,ppm,2014,"Husain,D., M. Qasim, M. Saleem, M. Akhter, and K.A. Khan. Bioassay of Insecticides Against Three Honey Bee Species in Laboratory Conditions. Cercet. Agron. Moldova47(2): 69-79, 2014. ECOREF #173886"
153719234,Thiamethoxam,Colinus virginianus,Northern Bobwhite Quail,Mortality,Mortality,NOEL,21,Active ingredient,125,AI mg/kg bdwt,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Pelophylax nigromaculatus,Black-Spotted Frog,Mortality,Mortality,LC50,4,Active ingredient,129,AI mg/L,2004,"Feng,S., Z. Kong, X. Wang, L. Zhao, and P. Peng. Acute Toxicity and Genotoxicity of Two Novel Pesticides on Amphibian, Rana N. Hallowell. Chemosphere56(5): 457-463, 2004. ECOREF #102186"
138261413,Imidacloprid,Hypsiboas pulchellus,Montevideo Tree Frog,Mortality,Mortality,LC50,1,Active ingredient,131.161,AI mg/L,2014,"Ruiz de Arcaute,C., J.M. Perez-Iglesias, N. Nikoloff, G.S. Natale, S. Soloneski, and M.L. Larramendy. Genotoxicity Evaluation of the Insecticide Imidacloprid on Circulating Blood Cells of Montevideo Tree Frog Hypsiboas pulchellus Tadpoles (Anura, Hylidae) by Comet and Micronucleus Bioassays. Ecol. Indic.45:632-639, 2014. ECOREF #168396"
138261413,Imidacloprid,Dendrobaena octaedra,Earthworm,Mortality,Mortality,NR-ZERO,35,Active ingredient,132,AI mg/kg food,2008,"Kreutzweiser,D.P., K.P. Good, D.T. Chartrand, T.A. Scarr, and D.G. Thompson. Are Leaves that Fall from Imidacloprid-Treated Maple Trees to Control Asian Longhorned Beetles Toxic to Non-Target Decomposer Organisms?. J. Environ. Qual.37(3): 639-646, 2008. ECOREF #102512"
138261413,Imidacloprid,Diaeretiella rapae,Parasitoid Wasp,Mortality,Mortality,LC50,0.0417,Active ingredient,132,mg/L,2004,"Wu,G., S. Jiang, and T. Miyata. Effects of Synergists on Toxicity of Six Insecticides in Parasitoid Diaeretiella rapae (Hymenoptera: Aphidiidae). J. Econ. Entomol.97(6): 2057-2066, 2004. ECOREF #87969"
138261413,Imidacloprid,Chydorus sphaericus,Water Flea,Mortality,Mortality,LC50,2,Active ingredient,132.673,AI mg/L,2006,"Sanchez-Bayo,F., and K. Goka. Influence of Light in Acute Toxicity Bioassays of Imidacloprid and Zinc Pyrithione to Zooplankton Crustaceans. Aquat. Toxicol.78(3): 262-271, 2006. ECOREF #89717"
135410207,Acetamiprid,Neoseiulus fallacis,Predatory Mite,Mortality,Mortality,LT50,3.8733,Formulation,134.8,ppm,2016,"Jamil,R.Z.R., C. Vandervoort, L.J. Gut, M.E. Whalon, and J.C. Wise. Lethal Time of Insecticides on the Predator Mite Neoseiulus fallacis (Acari: Phytoseiidae) Following Topical Exposure. Can. Entomol.148(3): 353-360, 2016. ECOREF #175404"
138261413,Imidacloprid,Dendrobaena octaedra,Earthworm,Mortality,Mortality,NR-ZERO,29,Active ingredient,135.4,AI mg/kg food,2009,"Kreutzweiser,D.P., D.G. Thompson, and T.A. Scarr. Imidacloprid in Leaves from Systemically Treated Trees may Inhibit Litter Breakdown by Non-Target Invertebrates. Ecotoxicol. Environ. Saf.72(4): 1053-1057, 2009. ECOREF #166553"
138261413,Imidacloprid,Tetragnatha maxillosa,Spider,Mortality,Mortality,LC50,2,Formulation,136,ppm,2000,"Tanaka,K., S. Endo, and H. Kazano. Toxicity of Insecticides to Predators of Rice Planthoppers: Spiders, the Mirid Bug and the Dryinid Wasp. Appl. Entomol. Zool.35(1): 177-187, 2000. ECOREF #69655"
138261413,Imidacloprid,Podisus maculiventris,Spined Soldier Bug,Mortality,Mortality,LOEL,6,Formulation,137,ppm,2006,"Cutler,G.C., C.D. Scott-Dupree, J.H. Tolman, and C.R. Harris. Toxicity of the Insect Growth Regulator Novaluron to the Non-Target Predatory Bug Podisus maculiventris (Heteroptera:  Pentatomidae). Biol. Control38(2): 196-204, 2006. ECOREF #113779"
138261413,Imidacloprid,Agonoscena pistaciae,Pistachio Psyllid,Mortality,Mortality,LC50,1,Active ingredient,138.21,AI mg/L,2014,"Amirzade,N., H. Izadi, M.A. Jalali, and H. Zohdi. Evaluation of Three Neonicotinoid Insecticides Against the Common Pistachio Psylla, Agonoscena pistaciae, and Its Natural Enemies. J. Insect Sci.14(35): 8 p., 2014. ECOREF #169059"
138261413,Imidacloprid,Apis mellifera,Honey Bee,Mortality,Mortality,LC50,3,Active ingredient,138.84,AI ug/g food,2017,"Dai,P., C.J. Jack, A.N. Mortensen, and J.D. Ellis. Acute Toxicity of Five Pesticides to Apis mellifera Larvae Reared In Vitro. Pest Manag. Sci.9:5 p., 2017. ECOREF #175349"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,EC10,5,Active ingredient,141.92,AI mg/L,2014,"Ieromina,O., W.J.G.M. Peijnenburg, G. De Snoo, J. Muller, T.P. Knepper, and M.G. Vijver. Impact of Imidacloprid on Daphnia magna Under Different Food Quality Regimes. Environ. Toxicol. Chem.33(3): 621-631, 2014. ECOREF #168382"
58842209,Nithiazine,Lepomis macrochirus,Bluegill,Mortality,Mortality,LC50,4,Active ingredient,142,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Danio rerio,Zebra Danio,Mortality,Mortality,LC50,4,Active ingredient,143.7,AI mg/L,2016,"Wang,Y., G. Yang, D. Dai, Z. Xu, L. Cai, Q. Wang, and Y. Yu. Individual and Mixture Effects of Five Agricultural Pesticides on Zebrafish (Danio rerio) Larvae. Environ. Sci. Pollut. Res. Int.10:, 2016. ECOREF #174473"
111988499,Thiacloprid,Apis mellifera,Honey Bee,Mortality,Mortality,NR-ZERO,1,Active ingredient,144,AI ug/g food,2011,"Laurino,D., M. Porporato, A. Patetta, and A. Manino. Toxicity of Neonicotinoid Insecticides to Honey Bees: Laboratory Tests. Bull. Insectol.64(1): 107-113, 2011. ECOREF #152655"
111988499,Thiacloprid,Apis mellifera,Honey Bee,Mortality,Mortality,NR-ZERO,3,Active ingredient,144,AI ppm,2011,"Laurino,D., M. Porporato, A. Patetta, and A. Manino. Toxicity of Neonicotinoid Insecticides to Honey Bees: Laboratory Tests. Bull. Insectol.64(1): 107-113, 2011. ECOREF #152655"
138261413,Imidacloprid,Daphnia magna,Water Flea,Mortality,Mortality,EC10,5,Active ingredient,144.64,AI mg/L,2014,"Ieromina,O., W.J.G.M. Peijnenburg, G. De Snoo, J. Muller, T.P. Knepper, and M.G. Vijver. Impact of Imidacloprid on Daphnia magna Under Different Food Quality Regimes. Environ. Toxicol. Chem.33(3): 621-631, 2014. ECOREF #168382"
138261413,Imidacloprid,Atta sexdens ssp. rubropilosa,Leaf Cutting Ant,Mortality,Mortality,LC50,1,Formulation,145.3,AI ug/g food,2007,"Santos,A.V., B.L. De Oliveira, and R.I. Samuels. Selection of Entomopathogenic Fungi for Use in Combination with Sub-lethal Doses of Imidacloprid: Perspectives for the Control of the Leaf-Cutting Ant Atta sexdens rubropilosa Forel (Hymenoptera:  Formicidae). Mycopathologia163(4): 233-240, 2007. ECOREF #101952"
138261413,Imidacloprid,Mus musculus,House Mouse,Mortality,Mortality,LD50,1,Active ingredient,149.76,AI mg/kg bdwt,2010,"El-Gendy,K.S., N.M. Aly, F.H. Mahmoud, A. Kenawy, and A.K.H. El-Sebae. The Role of Vitamin C as Antioxidant in Protection of Oxidative Stress Induced by Imidacloprid. Food Chem. Toxicol.48(1): 215-221, 2010. ECOREF #168947"
138261413,Imidacloprid,Psyttalia concolor,Braconid Parasitoid,Mortality,Mortality,LOEL,1,Active ingredient,150,AI mg/L,2011,"Adan,A., E. Vinuela, P. Bengochea, F. Budia, P. Del Estal, P. Aguado, and P. Medina. Lethal and Sublethal Toxicity of Fipronil and Imidacloprid on Psyttalia concolor (Hymenoptera: Braconidae). J. Econ. Entomol.104(5): 1541-1549, 2011. ECOREF #157986"
138261413,Imidacloprid,Psyttalia concolor,Braconid Parasitoid,Mortality,Mortality,LOEL,2,Active ingredient,150,AI mg/L,2011,"Adan,A., E. Vinuela, P. Bengochea, F. Budia, P. Del Estal, P. Aguado, and P. Medina. Lethal and Sublethal Toxicity of Fipronil and Imidacloprid on Psyttalia concolor (Hymenoptera: Braconidae). J. Econ. Entomol.104(5): 1541-1549, 2011. ECOREF #157986"
138261413,Imidacloprid,Psyttalia concolor,Braconid Parasitoid,Mortality,Mortality,LOEL,3,Active ingredient,150,AI mg/L,2011,"Adan,A., E. Vinuela, P. Bengochea, F. Budia, P. Del Estal, P. Aguado, and P. Medina. Lethal and Sublethal Toxicity of Fipronil and Imidacloprid on Psyttalia concolor (Hymenoptera: Braconidae). J. Econ. Entomol.104(5): 1541-1549, 2011. ECOREF #157986"
138261413,Imidacloprid,Psyttalia concolor,Braconid Parasitoid,Mortality,Mortality,NOEL,1,Active ingredient,150,AI mg/L,2011,"Adan,A., E. Vinuela, P. Bengochea, F. Budia, P. Del Estal, P. Aguado, and P. Medina. Lethal and Sublethal Toxicity of Fipronil and Imidacloprid on Psyttalia concolor (Hymenoptera: Braconidae). J. Econ. Entomol.104(5): 1541-1549, 2011. ECOREF #157986"
138261413,Imidacloprid,Psyttalia concolor,Braconid Parasitoid,Mortality,Mortality,NOEL,2,Active ingredient,150,AI mg/L,2011,"Adan,A., E. Vinuela, P. Bengochea, F. Budia, P. Del Estal, P. Aguado, and P. Medina. Lethal and Sublethal Toxicity of Fipronil and Imidacloprid on Psyttalia concolor (Hymenoptera: Braconidae). J. Econ. Entomol.104(5): 1541-1549, 2011. ECOREF #157986"
138261413,Imidacloprid,Psyttalia concolor,Braconid Parasitoid,Mortality,Mortality,NOEL,3,Active ingredient,150,AI mg/L,2011,"Adan,A., E. Vinuela, P. Bengochea, F. Budia, P. Del Estal, P. Aguado, and P. Medina. Lethal and Sublethal Toxicity of Fipronil and Imidacloprid on Psyttalia concolor (Hymenoptera: Braconidae). J. Econ. Entomol.104(5): 1541-1549, 2011. ECOREF #157986"
